item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Tess of the D'Urbervilles (Penguin English Library)","Thomas Hardy",Thomas,Hardy,9780141199948,0141199946,"Paperback. Pub Date :2012-10-25 Pages: 496 Language: English Publisher: Penguin Books The Penguin English Library Edition of Tess of the DUrbervilles by Thomas Hardy. I would be content. ay. glad. to live with you as your servant. if I may not as your wife; so that I could only be near you. and get glimpses of you. and think of you as mine ... I long for only one thing in heaven or earth or under the earth. to meet you. my own dear! Come to me - come to me. and save me from what threatens me! When Tess Durbeyfield is driven by family poverty to claim kinship with the wealthy DUrbervilles and seek a portion of their family fortune. meeting her cousin Alec proves to be her downfall. A very different man. Angel Clare. seems to offer her love and salvation. but Tess must choose whether to reveal her past or remain silent in the hope of a peaceful future. With its sensitive depic...","Penguin Classics",2012-10-25,,,,,496,,,,,,,,,,,,,2016-08-24,1
book,"Thinking, Fast and Slow","Daniel Kahneman",Daniel,Kahneman,9780141033570,0141033576,"The New York Times&quot; Bestseller, acclaimed by author such as Freakonomics co-author Steven D. Levitt, Black Swan author Nassim Nicholas Taleb and Nudge co-author Richard Thaler, &quot;Thinking Fast and Slow&quot; offers a whole new look at the way our minds work, and how we make decisions. Why is there more chance we&#039;ll believe something if it&#039;s in a bold type face? Why are judges more likely to deny parole before lunch? Why do we assume a good-looking person will be more competent? The answer lies in the two ways we make choices: fast, intuitive thinking, and slow, rational thinking. This book reveals how our minds are tripped up by error and prejudice (even when we think we are being logical), and gives you practical techniques for slower, smarter thinking. It will enable to you make better decisions at work, at home, and in everything you do.&quot;",Penguin,2012-05-10,,,,,512,,,,,,,,,,,,,2016-08-24,1
book,"Small Is Beautiful: A Study of Economics as if People Mattered","E F Schumacher",E,Schumacher,9780099225614,0099225611,"Small is Beautiful is E.F Schumacher's stimulating and controversial study of world economics. This remarkable book is relevant today and its many themes as pertinent and thought-provoking as when it was first published twenty years ago. Small is Beautiful looks at the economic structure of the Western world in a revolutionary way. Schumacher maintains that Man's current pursuit of profit and progress, which promotes giant organisations and increased specialization, has in fact resulted in gross economic inefficiency, environmental pollution and inhumane working conditions. Schumacher challenges the doctrine of economic, technological and scientific specialization and proposes a system of Intermediate Technology, based on smaller working units, communal ownership, and regional workplaces utilizing local labour and resources.",Vintage,1993-09-16,,,,,288,,,,,,,,,,,,,2016-08-24,1
book,"In Defence of History","Richard J. Evans",Richard,Evans,9781862073951,1862073953,"In this volume, English historian Richard Evans offers a defence of his craft. At a time of deep scepticism about our ability to learn anything from the past, even to recapture any serious sense of past cultures and ways of life, Evans shows us why history is possible and necessary.","Granta Books",2001-01-18,,,,,384,,,,,,,,,,,,,2016-08-24,1
book,"Man's Search For Meaning: The classic tribute to hope from the Holocaust","Viktor E Frankl",Viktor,Frankl,9781844132393,1844132390,"A prominent Viennese psychiatrist before the war, Viktor Frankl was uniquely able to observe the way that both he and others in Auschwitz coped with the experience. He noticed that it was the men who comforted others and who gave away their last piece of bread who survived the longest.",Rider,2004-05-06,,,,,160,,,,,,,,,,,,,2016-08-24,1
book,"Political Order and Political Decay: From the Industrial Revolution to the Globalisation of Democracy","Francis Fukuyama",Francis,Fukuyama,9781846684364,1846684366,,"Profile Books",2014-09-25,,,,,464,,,,,,,,,,,,,2016-08-24,1
book,"Machine Learning for Hackers","Drew Conway, John Myles White",Drew,Conway,9781449303716,1449303714,"Brand New Item, Fast Dispatch","O'Reilly Media",2012-02-25,,,,,324,,,,,,,,,,,,,2016-08-24,1
book,"Mother, Brother, Lover","Jarvis Cocker",Jarvis,Cocker,9780571281909,0571281907,"My breakthrough came when I stopped thinking, &#039;I&#039;ve got to be profound&#039; and started writing about everyday normal things. Jarvis Cocker is widely regarded as one of the most original and memorable lyricists and performers of the last three decades.","Faber & Faber",,,,,,170,,,,,,,,,,,,,2016-08-24,1
book,"Why Read the Classics? (Penguin Modern Classics)","Italo Calvino",Italo,Calvino,9780141189703,0141189703,"Why Read the Classics? Beginning with an essay on the attributes that define a classic, this collection provides the author&#039;s criticism. Full description","Penguin Classics",2009-05-28,,,,,288,,,,,,,,,,,,,2016-08-24,1
book,"If on a Winter's Night a Traveller","Italo Calvino",Italo,Calvino,9780099430896,0099430894,"You go into a bookshop and buy If on a Winter&#039;s Night a Traveller by Italo Calvino. You like it. But alas there is a printer&#039;s error in your copy. You take it back to the shop and get a replacement. But the replacement seems to be a totally different story. You try to track down the original book you were reading but end up with a different narrative again. This remarkable novel leads you through many different books including a detective adventure, a romance, a satire, an erotic story, a diary and a quest. But the real hero is you, the reader.","Random House",,,,,,258,,,,,,,,,,,,,2016-08-24,1
book,"Parliament: The Biography (Volume II - Reform)","Chris Bryant",Chris,Bryant,9780552779968,0552779962,"Over the last two hundred years Parliament has witnessed and effected dramatic and often turbulent change. Political parties rose - and fell. The old aristocratic order passed away. The vote was won for the working classes and, eventually, for women. The world was torn apart by two extraordinarily bloody wars. And individual politicians were cheered for their altruism or their bravery and jeered for their sexual or financial misdemeanours. This second volume of Chris Bryant's majestic Parliament: The Biography has a cast of characters that includes some of British history's most famous names: the Duke of Wellington, Sir Robert Peel, Gladstone, Disraeli, Lloyd George, Churchill and Thatcher. Its recurring theme is reform and innovation, but it also lays bare obsessive respect for the past and a dedication to evolution rather than revolution, which has left us with a fudged constitution still perilously dependent on custom, convention and gentlemen's agreements. This is riveting, flawlessly researched and accessible popular history for anyone with an interest in why modern Britain is the nation it is today.","Black Swan",2015-11-05,,,,,480,,,,,,,,,,,,,2016-08-24,1
book,"Parliament: the Biography: Ancesteral Voices Volume 1","Chris Bryant",Chris,Bryant,9780552779951,0552779954,"The history of Parliament is the history of the United Kingdom itself. It has a cast of thousands. Some were ambitious, visionary and altruistic. Others were hot-headed, violent and self-serving. Few were unambiguously noble. Yet their rowdy confrontations, their campaigning zeal and their unstable alliances framed our nation. This first of two volumes takes us on a 500-year journey from Parliament's earliest days in the thirteenth century through the turbulent years of the Wars of the Roses and the upheavals of the Civil Wars, and up to 1801, when Parliament - and the United Kingdom, embracing Scotland and Ireland - emerged in a modern form. Chris Bryant tells this epic tale through the lives of the myriad MPs, lords and bishops who passed through Parliament. It is the vivid, colourful biography of a cast of characters whose passions and obsessions, strengths and weaknesses laid the foundations of modern democracy.","Black Swan",2015-04-23,,,,,576,,,,,,,,,,,,,2016-08-24,1
book,"Mind and Nature (Flamingo)","Gregory Bateson",Gregory,Bateson,9780006541196,0006541194,"What pattern connects the crab to the lobster and the orchid to the primrose and all four of them to me?","HarperCollins Distribution Services",1985-07-11,,,,,251,,,,,,,,,,,,,2016-08-24,1
book,"The Mongols: From Genghis Khan to Tamerlane","W. B. Bartlett",W.,Bartlett,9781848681910,1848681917,"A narrative history of the Mongol Empire from the birth of Genghis Khan c.1167 to the demise of the Golden Horde in 1510, the effective end of the Mongol Empire.","Amberley Publishing",2010-04-15,,,,,304,,,,,,,,,,,,,2016-08-24,1
book,"Iron Curtain: The Crushing of Eastern Europe 1944-56","Anne Applebaum",Anne,Applebaum,9780141021874,0014102187,"Iron Curtain At the end of the Second World War, the Soviet Union unexpectedly found itself in control of a huge swathe of territory in Eastern Europe. Stalin and his secret police set out to convert a dozen radically different countries to a completely new political and moral system: Communism. Full description",Penguin,2013-06-06,,,,,656,,,,,,,,,,,,,2016-08-24,1
book,"The Life of Thomas More","Peter Ackroyd",Peter,Ackroyd,9780749386405,0749386401,"Pre-eminent as a courtier and a humanist, a friend to Henry VIII and the author of &#039;Utopia&#039;, Thomas More is one of the great figures of England&#039;s history. This is a portrait of the first English layman to be beatified as a martyr, and of the social and cultural world in which he lived.",Vintage,1999-03-04,,good,,,448,,,,,,,,,,,,,2016-08-24,1
book,"Dictionnaire Le Robert Micro Relie",,,,9782321006435,2321006439,,"Educa Books",2015-06-15,,,,,1660,,,,,,,,,,,,,2016-08-24,1
book,"Metamorphosis (Pocket Penguins)","Franz Kafka",Franz,Kafka,9780241260654,0241260655,"BRAND NEW, perfect condition.","Penguin Classics",2016-05-26,,,,,320,,,,,,,,,,,,,2016-08-24,1
book,"Miracles and Idolatry (Penguin Great Ideas)",Voltaire,Voltaire,Voltaire,9780141023922,0141023929,"Paperback. Pub Date: 08 2005 Pages: 144 Publisher: Penguin Books Ltd Throughout History Some books have changed the world. They have transformed the way we see ourselves - and Each other They have inspired debate. Dissent war and revolution . They have enlightened. outraged. provoked and comforted. They have enriched lives - and destroyed them. Now Penguin ings you the works of the great thinkers. pioneers. radicals and visionaries whose ideas shook civilization and helped make us who we are. Voltaire&#039;s short . radical and iconoclastic essays on philosophical ideas from angels to idolatry. miracles to wickedness. make wry observations about human beliefs. and mock hypocrisy and extravagant piety - his call to his fellow men to act with reason and see through the lies they are fed by their leaders has provided inspiration to freethinkers everywhere.",Penguin,2005-08-25,,,,,144,,,,,,,,,,,,,2016-08-25,1
